Latitude: 42.4687  Longitude: -76.3787
X & Y on Lambert Conformal Conic: 1827755.7 257220.59
Tile: 11932
Elevation: 503 meters
All years; all variables; Daymet Software Version 4.0
How to cite: Thornton; M.M.; R. Shrestha; Y. Wei; P.E. Thornton; S-C. Kao; and B.E. Wilson. 2022. Daymet: Daily Surface Weather Data on a 1-km Grid for North America; Version 4 R1. ORNL DAAC; Oak Ridge; Tennessee; USA. https://doi.org/10.3334/ORNLDAAC/2129
year,yday,dayl (s),prcp (mm/day),srad (W/m^2),swe (kg/m^2),tmax (deg c),tmin (deg c),vp (Pa)
2020,231,48796.87,0.00,391.05,0.00,23.42,12.11,1411.57
2020,232,48635.30,0.00,375.55,0.00,20.83,10.32,1253.70
2020,233,48472.66,0.00,484.05,0.00,23.84,6.71,981.78
2020,234,48309.00,0.00,480.06,0.00,28.18,9.86,1215.84
2020,235,48144.35,0.00,423.81,0.00,27.83,13.45,1542.10
2020,236,47978.77,2.78,320.01,0.00,30.78,15.40,1748.45
2020,237,47812.30,10.99,304.76,0.00,30.15,15.96,1812.79
2020,238,47644.97,9.46,244.80,0.00,26.01,16.07,1825.90
2020,239,47476.82,3.23,219.68,0.00,19.43,11.37,1344.73
2020,240,47307.90,22.54,317.63,0.00,28.46,13.47,1543.60
2020,241,47138.25,0.00,200.63,0.00,22.48,16.89,1923.16
2020,242,46967.90,2.87,260.69,0.00,27.15,16.16,1836.34
2020,243,46796.89,1.04,308.31,0.00,19.46,10.80,1294.31
2020,244,46625.26,0.00,435.31,0.00,21.73,7.04,1004.02
2020,245,46453.04,0.00,343.62,0.00,21.60,11.49,1355.37
2020,246,46280.27,0.00,223.32,0.00,22.97,16.70,1900.71
2020,247,46106.98,0.00,314.84,0.00,22.57,13.22,1518.29
2020,248,45933.20,0.00,343.06,0.00,21.80,11.34,1341.99
2020,249,45758.97,4.75,314.42,0.00,21.99,7.62,1044.69
2020,250,45584.32,0.00,362.60,0.00,20.84,9.46,1183.43
2020,251,45409.28,0.00,367.28,0.00,23.95,11.86,1388.74
2020,252,45233.88,0.00,375.93,0.00,27.98,14.67,1668.73
2020,253,45058.15,0.00,382.14,0.00,28.18,14.36,1635.06
2020,254,44882.13,0.00,318.84,0.00,25.62,15.33,1740.67
2020,255,44705.83,0.00,240.86,0.00,16.07,9.35,1175.28
2020,256,44529.30,0.00,425.70,0.00,20.51,4.65,851.20
2020,257,44352.56,7.44,236.46,0.00,17.94,8.58,1115.56
2020,258,44175.64,0.00,274.84,0.00,16.00,8.19,1085.84
2020,259,43998.56,0.00,400.91,0.00,16.17,2.41,726.38
2020,260,43821.36,0.00,424.07,0.00,20.95,3.94,809.29
2020,261,43644.07,0.49,282.68,0.00,16.48,8.01,1073.34
2020,262,43466.70,0.00,356.12,0.00,13.96,2.40,726.03
2020,263,43289.29,0.00,403.34,0.00,12.71,-1.84,533.75
2020,264,43111.87,0.00,410.21,0.00,14.27,-1.24,557.62
2020,265,42934.46,0.00,419.09,0.00,17.08,-0.29,598.00
2020,266,42757.10,0.00,414.47,0.00,17.24,-0.06,608.23
2020,267,42579.80,0.00,414.87,0.00,22.30,3.10,762.86
2020,268,42402.60,0.00,393.11,0.00,23.55,6.22,949.20
2020,269,42225.52,0.00,377.09,0.00,25.27,8.62,1118.18
2020,270,42048.60,0.00,346.62,0.00,24.44,10.26,1249.06
2020,271,41871.86,0.00,301.08,0.00,24.74,13.02,1499.19
2020,272,41695.32,0.00,279.31,0.00,25.52,14.71,1672.70
2020,273,41519.03,36.12,135.09,0.00,18.73,12.65,1462.69
2020,274,41343.00,0.00,211.53,0.00,16.12,9.05,1151.64
2020,275,41167.28,0.87,254.81,0.00,16.62,7.74,1053.28
2020,276,40991.87,1.70,254.39,0.00,13.58,4.75,856.64
2020,277,40816.83,0.00,261.32,0.00,12.85,3.65,793.42
2020,278,40642.18,0.65,260.91,0.00,11.89,2.68,740.68
2020,279,40467.94,0.00,246.45,0.00,13.42,4.80,859.73
2020,280,40294.16,0.00,333.43,0.00,17.31,3.06,760.79
2020,281,40120.87,4.82,184.30,0.00,14.83,6.06,938.71
2020,282,39948.09,0.00,135.52,0.00,10.70,6.33,956.52
2020,283,39775.87,0.00,337.57,0.00,18.55,3.13,764.54
2020,284,39604.23,3.86,263.57,0.00,25.28,6.46,964.64
2020,285,39433.22,1.56,226.44,0.00,14.71,6.24,950.22
2020,286,39262.86,2.70,151.84,0.00,12.20,5.04,874.66
2020,287,39093.21,2.10,170.85,0.00,13.71,5.34,892.69
2020,288,38924.28,0.00,304.87,0.00,16.44,2.65,739.01
2020,289,38756.14,11.10,248.87,0.00,23.66,5.58,908.06
2020,290,38588.80,4.35,114.97,0.00,8.64,3.30,773.56
2020,291,38422.32,0.00,306.16,0.00,11.79,-2.49,508.57
2020,292,38256.73,0.00,285.22,0.00,12.47,-0.32,596.82
2020,293,38092.08,15.96,147.85,0.00,13.02,5.51,903.19
2020,294,37928.41,4.34,79.92,0.00,13.55,9.76,1208.13
2020,295,37765.76,5.17,221.52,0.00,22.48,7.64,1046.08
2020,296,37604.19,1.98,167.80,0.00,17.60,11.23,1332.03
2020,297,37443.73,1.36,270.42,0.00,24.00,10.81,1295.57
2020,298,37284.44,2.28,139.77,0.00,12.33,5.64,911.81
2020,299,37126.36,4.06,163.11,0.00,7.60,-0.19,602.15
2020,300,36969.54,8.57,182.88,0.00,11.21,1.84,697.43
2020,301,36814.03,6.35,87.51,0.00,7.55,3.78,800.60
2020,302,36659.89,1.86,199.68,0.00,10.24,3.07,761.43
2020,303,36507.16,21.80,81.00,0.00,5.61,2.17,713.98
2020,304,36355.90,0.55,89.71,0.00,3.14,0.37,627.43
2020,305,36206.16,0.00,161.81,0.00,3.69,-1.73,538.18
2020,306,36058.00,7.81,157.17,0.00,7.02,-0.54,587.29
2020,307,35911.47,1.89,210.22,0.00,3.79,-3.94,456.32
2020,308,35766.64,0.00,217.53,0.00,5.31,-2.99,490.04
2020,309,35623.55,0.00,281.57,0.00,17.39,-1.37,552.52
2020,310,35482.27,0.00,264.22,0.00,18.43,3.28,772.60
2020,311,35342.86,0.00,255.92,0.00,19.99,5.24,886.88
2020,312,35205.38,0.00,261.27,0.00,20.69,3.66,793.50
2020,313,35069.88,0.00,263.18,0.00,21.54,2.70,741.49
2020,314,34936.43,0.00,261.29,0.00,22.96,3.04,759.46
2020,315,34805.09,0.00,248.96,0.00,21.98,5.02,873.05
2020,316,34675.93,26.54,122.54,0.00,16.70,9.18,1161.68
2020,317,34549.00,0.00,158.07,0.00,7.20,0.25,621.68
2020,318,34424.37,0.00,229.79,0.00,8.10,-4.61,433.84
2020,319,34302.10,0.00,175.10,0.00,5.51,-2.33,514.78
2020,320,34182.26,10.89,172.55,0.00,9.06,-3.59,468.57
2020,321,34064.91,3.04,54.58,0.00,4.30,1.47,678.96
2020,322,33950.12,5.25,72.56,0.00,1.15,-2.62,503.54
2020,323,33837.94,0.00,123.27,0.00,-3.13,-8.07,332.68
2020,324,33728.45,0.00,237.12,0.00,9.07,-7.15,357.36
2020,325,33621.70,0.00,231.12,0.00,16.71,-0.01,610.46
2020,326,33517.75,0.00,123.85,0.00,7.14,1.60,685.40
2020,327,33416.68,11.46,155.65,0.00,7.42,-3.79,461.42
2020,328,33318.54,0.00,143.91,0.00,5.84,-0.87,573.30
2020,329,33223.40,0.00,83.66,0.00,1.83,-1.68,539.90
2020,330,33131.30,15.75,133.90,0.00,7.33,-1.60,543.19
2020,331,33042.32,2.36,121.84,0.00,11.69,3.49,784.14
2020,332,32956.52,0.00,71.78,0.00,8.06,4.92,867.18
2020,333,32873.94,0.36,72.12,0.00,4.18,1.08,660.20
2020,334,32794.64,1.05,197.90,0.00,9.57,-2.79,497.37
2020,335,32718.68,9.35,144.74,0.00,10.67,-0.90,571.96
2020,336,32646.12,7.08,57.63,0.00,4.39,0.86,649.81
2020,337,32577.00,3.71,82.59,0.00,0.65,-4.49,437.74
2020,338,32511.36,0.00,175.01,0.00,4.92,-5.06,419.26
2020,339,32449.27,0.00,149.14,0.00,6.61,-1.09,563.88
2020,340,32390.76,2.57,46.68,0.00,1.78,-0.84,574.23
2020,341,32335.88,0.63,68.87,0.00,-2.91,-5.72,398.89
2020,342,32284.67,1.04,64.52,0.00,-3.31,-5.81,395.99
2020,343,32237.17,1.71,110.74,1.71,-2.21,-6.16,385.73
2020,344,32193.40,5.89,127.67,1.54,0.80,-5.60,402.58
2020,345,32153.42,0.00,126.91,0.00,2.73,-2.26,517.19
2020,346,32117.24,0.00,195.40,0.00,9.36,-1.81,534.69
2020,347,32084.89,0.00,180.93,0.00,9.40,0.10,615.10
2020,348,32056.41,0.00,146.94,0.00,8.47,2.13,712.01
2020,349,32031.81,1.00,76.37,0.00,0.30,-2.42,511.31
2020,350,32011.11,1.02,101.94,1.02,-3.83,-7.05,360.21
2020,351,31994.32,28.96,140.87,29.98,-4.65,-11.38,256.20
2020,352,31981.47,0.00,141.53,29.98,-6.14,-10.82,267.85
2020,353,31972.57,0.00,188.65,29.98,-6.14,-13.26,220.05
2020,354,31967.61,2.08,185.29,32.06,-3.47,-17.92,149.30
2020,355,31966.60,4.17,180.59,36.24,-0.13,-12.40,235.85
2020,356,31969.55,0.00,157.10,35.15,1.98,-3.43,474.28
2020,357,31976.45,0.61,107.78,33.68,0.82,-2.49,508.46
2020,358,31987.30,0.00,206.23,33.46,2.89,-5.48,406.22
2020,359,32002.08,50.09,174.20,31.70,10.04,-1.79,535.48
2020,360,32020.79,6.05,153.02,29.96,6.21,-1.86,533.03
2020,361,32043.40,0.00,102.88,29.96,-6.27,-9.36,300.65
2020,362,32069.92,0.86,190.55,30.81,-1.52,-8.58,319.67
2020,363,32100.30,1.48,198.45,30.23,3.26,-4.60,434.28
2020,364,32134.53,0.00,140.49,30.23,-2.70,-7.18,356.52
2020,365,32172.59,2.46,183.73,32.68,2.19,-10.18,281.80
2021,1,32214.62,13.23,120.44,0.00,1.12,-4.33,443.04
2021,2,32260.24,0.00,184.91,0.00,3.83,-3.55,470.06
2021,3,32309.59,4.82,82.31,0.00,-0.42,-3.72,464.00
2021,4,32362.63,0.60,80.38,0.00,-0.45,-2.78,497.65
2021,5,32419.31,0.00,62.57,0.00,-0.68,-2.42,511.10
2021,6,32479.60,0.00,75.24,0.00,-1.58,-3.71,464.43
2021,7,32543.45,0.00,66.76,0.00,-3.53,-5.36,409.77
2021,8,32610.82,0.00,88.79,0.00,-6.05,-8.55,320.35
2021,9,32681.66,0.00,210.08,0.00,-2.01,-10.98,264.51
2021,10,32755.91,0.00,206.73,0.00,-1.26,-9.62,294.65
2021,11,32833.53,0.00,203.09,0.00,1.01,-6.93,363.48
2021,12,32914.46,0.00,76.60,0.00,-2.03,-4.10,450.75
2021,13,32998.65,0.00,123.46,0.00,0.14,-3.45,473.37
2021,14,33086.03,0.00,164.89,0.00,2.19,-3.04,488.24
2021,15,33176.56,10.97,112.35,0.00,3.25,-1.19,559.99
2021,16,33270.18,0.00,72.77,0.00,0.79,-1.12,562.55
2021,17,33366.81,4.00,88.95,0.00,0.83,-2.42,511.09
2021,18,33466.41,2.20,75.95,0.00,-1.04,-3.73,463.46
2021,19,33568.92,1.48,139.57,0.00,-0.10,-4.01,453.86
2021,20,33674.26,0.78,213.76,0.78,-1.98,-8.00,334.59
2021,21,33782.38,2.02,209.20,2.80,0.12,-10.93,265.61
2021,22,33893.21,2.31,180.64,5.10,0.03,-6.92,363.67
2021,23,34006.69,2.17,93.51,7.27,-7.77,-10.56,273.41
2021,24,34122.76,0.00,199.38,7.27,-8.46,-13.42,217.15
2021,25,34241.35,0.00,293.63,7.27,-1.69,-17.18,158.93
2021,26,34362.40,5.54,224.09,12.81,-1.09,-12.83,227.76
2021,27,34485.85,1.29,195.05,14.10,-2.84,-7.49,348.00
2021,28,34611.62,2.24,77.01,16.34,-9.12,-11.24,259.06
2021,29,34739.67,1.63,225.44,17.98,-10.91,-16.33,170.69
2021,30,34869.92,0.00,294.65,17.98,-7.70,-17.19,158.79
2021,31,35002.31,3.13,243.39,21.11,-4.31,-18.64,140.40
2021,32,35136.78,15.62,205.82,36.72,-4.78,-11.87,246.34
2021,33,35273.27,10.40,124.05,47.13,-4.63,-8.07,332.66
2021,34,35411.72,3.22,82.62,50.35,-4.26,-6.42,377.97
2021,35,35552.07,1.68,316.66,52.03,1.39,-8.83,313.46
2021,36,35694.25,0.00,320.96,52.03,3.93,-6.88,364.88
2021,37,35838.21,0.00,283.37,52.03,-1.94,-9.45,298.52
2021,38,35983.89,0.00,344.71,52.03,-1.78,-15.83,178.00
2021,39,36131.23,0.00,348.28,52.03,-7.10,-20.70,117.55
2021,40,36280.18,1.20,340.63,53.23,-4.24,-15.91,176.81
2021,41,36430.68,1.14,266.10,54.37,-5.92,-12.46,234.70
2021,42,36582.67,0.00,324.71,54.37,-5.79,-15.32,185.73
2021,43,36736.11,0.00,332.49,54.37,-9.05,-19.00,136.15
2021,44,36890.94,0.00,347.68,54.37,-5.45,-16.72,165.16
2021,45,37047.10,0.00,295.07,54.37,-5.11,-12.88,226.92
2021,46,37204.55,17.34,235.29,71.72,-1.71,-10.02,285.56
2021,47,37363.24,3.69,278.91,75.41,3.11,-9.26,303.00
2021,48,37523.12,1.00,316.99,76.41,-6.38,-14.99,190.89
2021,49,37684.13,2.68,191.50,79.09,-6.33,-12.43,235.43
2021,50,37846.24,2.14,215.26,81.23,-2.20,-9.29,302.37
2021,51,38009.40,2.87,152.61,84.10,-4.84,-9.30,302.12
2021,52,38173.56,0.00,348.59,84.10,-2.41,-11.85,246.69
2021,53,38338.68,3.49,261.13,87.59,-0.99,-10.14,282.80
2021,54,38504.72,3.40,233.95,90.99,1.64,-6.02,389.90
2021,55,38671.63,0.00,406.85,90.24,9.81,-4.21,447.15
2021,56,38839.38,0.00,357.98,90.24,2.27,-7.12,358.17
2021,57,39007.91,0.00,392.14,90.24,2.03,-9.30,302.06
2021,58,39177.20,0.00,400.52,89.78,7.44,-4.91,424.05
2021,59,39347.21,2.09,236.93,89.13,3.20,-4.45,439.00
2021,60,39517.90,2.34,286.76,91.48,3.89,-6.32,380.95
2021,61,39689.22,0.00,366.38,91.48,-5.10,-14.21,203.61
2021,62,39861.15,0.79,454.63,92.27,3.76,-12.79,228.65
2021,63,40033.66,0.00,256.85,92.27,-1.34,-7.05,360.04
2021,64,40206.69,1.02,339.25,93.29,-3.19,-11.34,256.86
2021,65,40380.23,1.45,272.47,94.73,-5.39,-11.34,257.02
2021,66,40554.24,0.00,368.11,94.73,-4.44,-13.19,221.23
2021,67,40728.69,0.00,492.26,94.73,5.43,-16.29,171.29
2021,68,40903.54,0.00,478.80,94.73,6.78,-10.30,279.16
2021,69,41078.77,0.00,484.01,94.42,13.46,-5.25,413.34
2021,70,41254.33,0.00,453.59,91.09,16.90,1.92,701.54
2021,71,41430.21,0.00,407.22,88.49,11.44,0.20,619.53
2021,72,41606.38,0.00,390.51,88.49,2.97,-6.94,363.28
2021,73,41782.79,1.54,367.55,90.03,1.33,-7.51,347.56
2021,74,41959.43,0.00,343.27,90.03,-4.30,-12.07,242.32
2021,75,42136.27,0.00,449.86,90.03,0.98,-11.09,262.13
2021,76,42313.27,0.00,481.40,89.57,9.88,-4.90,424.35
2021,77,42490.41,16.58,160.25,87.59,3.17,-1.28,555.94
2021,78,42667.66,0.00,331.21,87.59,-0.82,-8.04,333.43
2021,79,42845.00,0.00,523.06,87.59,10.31,-8.10,331.98
2021,80,43022.39,0.00,535.15,87.59,15.96,-6.14,386.14
2021,81,43199.81,0.00,525.26,86.41,17.05,-3.18,483.09
2021,82,43377.22,2.99,385.40,84.20,17.19,-0.76,577.87
2021,83,43554.61,6.94,266.21,80.64,11.49,2.49,730.63
2021,84,43731.95,4.27,334.11,74.68,21.86,8.19,1086.28
2021,85,43909.20,2.00,383.83,68.69,18.82,8.25,1090.93
2021,86,44086.34,0.00,381.16,65.38,11.82,1.89,699.90
2021,87,44263.35,10.89,317.30,62.38,12.52,1.13,662.92
2021,88,44440.18,0.00,270.74,60.20,5.44,-0.80,575.93
2021,89,44616.82,0.00,540.49,58.93,17.17,-2.97,486.39
2021,90,44793.24,5.65,286.35,55.74,11.33,1.58,684.74
2021,91,44969.40,3.59,200.04,55.24,1.25,-4.82,427.12
2021,92,45145.28,0.00,380.43,55.24,-0.64,-9.61,294.78
2021,93,45320.85,0.00,517.37,55.24,7.96,-7.53,346.94
2021,94,45496.08,0.00,517.69,54.43,11.88,-4.07,452.03
2021,95,45670.93,0.00,472.03,52.51,11.97,-1.42,550.27
2021,96,45845.38,0.00,538.82,51.28,15.11,-3.07,474.25
2021,97,46019.39,0.00,551.53,48.89,19.52,-0.31,554.88
2021,98,46192.93,0.00,539.51,44.97,22.40,3.35,709.12
2021,99,46365.97,0.00,326.69,38.88,16.74,8.49,1108.23
2021,100,46538.47,0.00,453.19,32.22,23.11,9.86,1167.85
2021,101,46710.40,12.51,161.81,25.43,15.26,10.16,1240.50
2021,102,46881.73,11.85,70.23,19.95,8.72,7.06,1005.50
2021,103,47052.42,0.00,455.63,16.12,15.33,3.11,763.61
2021,104,47222.43,0.00,498.53,12.42,17.50,2.81,747.17
2021,105,47391.72,5.55,172.42,8.95,7.39,2.26,718.59
2021,106,47560.26,13.00,135.27,6.56,3.47,-0.29,597.76
2021,107,47728.00,1.11,272.03,3.59,7.06,1.07,659.96
2021,108,47894.92,0.87,444.82,0.31,13.11,1.80,695.37
2021,109,48060.95,0.64,425.32,0.00,13.82,1.63,687.17
2021,110,48226.08,6.68,161.03,0.00,7.23,2.34,722.66
2021,111,48390.24,5.61,89.64,0.00,-0.03,-2.32,514.95
2021,112,48553.40,0.85,302.69,0.00,1.64,-4.79,428.05
2021,113,48715.51,0.00,527.99,0.00,13.03,-4.52,436.94
2021,114,48876.53,2.96,394.57,0.00,17.72,-0.26,599.21
2021,115,49036.41,0.00,321.79,0.00,11.76,4.45,839.27
2021,116,49195.10,1.18,409.53,0.00,7.41,-2.33,514.66
2021,117,49352.56,0.00,550.62,0.00,21.08,-1.92,509.46
2021,118,49508.72,3.38,399.26,0.00,25.18,4.15,821.61
2021,119,49663.55,34.48,134.14,0.00,12.99,9.06,1152.24
2021,120,49816.99,6.01,226.25,0.00,10.46,3.72,797.37
2021,121,49968.99,0.00,498.03,0.00,13.36,-1.01,567.18
2021,122,50119.49,2.60,385.46,0.00,19.52,2.99,757.03
2021,123,50268.45,10.65,290.18,0.00,16.73,7.10,1008.19
2021,124,50415.79,9.58,350.87,0.00,22.91,9.33,1173.09
2021,125,50561.48,3.26,145.01,0.00,12.24,8.11,1080.18
2021,126,50705.44,0.00,385.17,0.00,10.63,1.98,704.47
2021,127,50847.63,21.68,364.39,0.00,11.36,-0.79,576.33
2021,128,50987.97,1.90,402.66,0.00,8.48,-0.12,605.54
2021,129,51126.43,15.08,354.26,0.00,11.08,-0.11,605.65
2021,130,51262.92,0.00,442.52,0.00,11.63,1.66,688.70
2021,131,51397.40,0.00,436.73,0.00,10.31,0.53,634.62
2021,132,51529.79,0.00,488.54,0.00,14.29,1.82,696.63
2021,133,51660.05,0.00,534.76,0.00,16.84,1.01,656.84
2021,134,51788.10,0.00,549.01,0.00,19.55,1.74,692.64
2021,135,51913.88,0.00,538.99,0.00,20.42,3.13,764.49
2021,136,52037.33,0.00,511.47,0.00,20.58,5.16,881.60
2021,137,52158.39,0.00,516.08,0.00,21.82,5.54,905.62
2021,138,52276.98,0.00,516.88,0.00,23.42,6.66,978.15
2021,139,52393.06,0.00,536.42,0.00,27.33,7.64,1018.58
2021,140,52506.55,0.00,518.88,0.00,29.63,10.57,1234.64
2021,141,52617.38,0.00,478.18,0.00,30.14,13.52,1528.19
2021,142,52725.51,0.74,412.12,0.00,26.61,13.88,1585.03
2021,143,52830.86,0.00,408.43,0.00,23.96,11.90,1392.80
2021,144,52933.37,0.00,507.17,0.00,22.24,5.53,903.70
2021,145,53032.97,3.61,375.77,0.00,26.29,8.87,1137.76
2021,146,53129.62,14.62,319.55,0.00,28.64,14.84,1686.56
2021,147,53223.24,0.00,314.02,0.00,16.33,8.16,1084.15
2021,148,53313.77,22.46,131.51,0.00,8.37,4.37,834.46
2021,149,53401.17,2.08,166.42,0.00,8.98,3.79,800.78
2021,150,53485.36,4.17,161.85,0.00,9.78,4.74,856.42
2021,151,53566.30,0.00,457.70,0.00,18.61,5.82,922.91
2021,152,53643.92,0.00,507.20,0.00,22.12,6.31,955.06
2021,153,53718.18,8.72,300.44,0.00,19.46,8.78,1130.73
2021,154,53789.03,20.04,259.28,0.00,20.41,11.53,1359.06
2021,155,53856.40,0.00,372.82,0.00,25.22,14.90,1693.52
2021,156,53920.26,0.00,448.58,0.00,29.02,14.94,1698.19
2021,157,53980.56,0.00,457.87,0.00,29.27,14.62,1663.42
2021,158,54037.25,11.32,326.86,0.00,29.32,15.57,1768.53
2021,159,54090.30,15.11,259.88,0.00,27.08,17.17,1957.96
2021,160,54139.65,0.00,318.13,0.00,26.47,17.57,2007.31
2021,161,54185.28,0.00,448.31,0.00,25.07,11.52,1357.98
2021,162,54227.15,0.00,426.54,0.00,24.30,11.80,1383.64
2021,163,54265.23,0.00,358.17,0.00,23.10,13.35,1531.54
2021,164,54299.49,0.00,451.36,0.00,26.51,12.87,1484.57
2021,165,54329.90,2.47,278.29,0.00,23.03,13.11,1507.38
2021,166,54356.43,3.29,251.64,0.00,19.04,10.67,1283.94
2021,167,54379.08,0.00,388.10,0.00,17.54,7.87,1062.92
2021,168,54397.81,0.00,523.68,0.00,20.43,4.53,843.68
2021,169,54412.62,0.00,528.57,0.00,24.85,7.79,1057.04
2021,170,54423.49,8.89,344.21,0.00,25.98,12.91,1488.51
2021,171,54430.42,12.29,371.79,0.00,26.60,11.54,1359.56
2021,172,54433.39,20.23,338.35,0.00,28.88,15.65,1776.68
2021,173,54432.41,0.67,288.09,0.00,15.77,9.26,1167.73
2021,174,54427.48,0.00,528.95,0.00,19.09,3.61,791.12
2021,175,54418.60,0.00,531.38,0.00,23.70,7.17,1013.07
2021,176,54405.77,0.00,485.83,0.00,25.78,11.70,1374.18
2021,177,54389.02,0.00,442.44,0.00,28.15,15.56,1766.62
2021,178,54368.34,0.00,398.62,0.00,30.44,19.00,2196.29
2021,179,54343.77,10.45,257.88,0.00,30.84,21.12,2504.37
2021,180,54315.31,21.54,320.72,0.00,31.90,18.61,2143.33
2021,181,54282.99,10.28,272.25,0.00,29.09,18.88,2179.75
2021,182,54246.83,10.78,141.54,0.00,21.66,17.15,1955.06
2021,183,54206.87,6.03,261.35,0.00,21.26,12.66,1464.02
2021,184,54163.13,8.47,230.09,0.00,19.58,12.27,1427.09
2021,185,54115.65,0.00,410.92,0.00,21.94,11.34,1342.26
2021,186,54064.46,0.00,532.60,0.00,28.15,9.71,1203.48
2021,187,54009.61,18.39,345.16,0.00,28.44,14.68,1669.57
2021,188,53951.12,22.33,298.46,0.00,28.67,17.57,2007.91
2021,189,53889.05,20.29,237.24,0.00,25.36,17.33,1977.63
2021,190,53823.45,4.19,265.80,0.00,25.66,16.46,1871.30
2021,191,53754.35,0.00,306.18,0.00,21.59,14.26,1624.72
2021,192,53681.80,30.89,262.18,0.00,20.69,12.32,1431.39
2021,193,53605.87,3.30,271.72,0.00,23.45,14.47,1647.39
2021,194,53526.59,12.70,301.31,0.00,28.53,17.64,2016.84
2021,195,53444.04,6.48,241.26,0.00,25.14,17.24,1966.70
2021,196,53358.25,0.00,441.73,0.00,28.10,15.61,1772.16
2021,197,53269.29,0.00,304.01,0.00,24.35,16.96,1931.52
2021,198,53177.22,25.70,223.07,0.00,25.16,18.02,2065.32
2021,199,53082.09,6.06,178.59,0.00,19.79,14.64,1665.02
2021,200,52983.97,0.00,452.58,0.00,25.51,13.60,1557.16
2021,201,52882.92,13.38,333.18,0.00,26.87,15.14,1720.34
2021,202,52778.99,0.00,310.16,0.00,19.78,13.11,1508.02
2021,203,52672.26,0.00,423.91,0.00,21.21,11.11,1321.24
2021,204,52562.78,0.00,471.77,0.00,23.10,10.90,1303.32
2021,205,52450.63,2.77,385.48,0.00,24.93,9.88,1217.62
2021,206,52335.85,0.00,487.12,0.00,27.44,13.52,1548.31
2021,207,52218.51,0.00,470.85,0.00,26.99,14.02,1600.07
2021,208,52098.69,5.28,357.80,0.00,27.87,14.26,1624.48
2021,209,51976.44,0.00,395.54,0.00,22.21,12.89,1486.37
2021,210,51851.83,3.64,336.69,0.00,21.80,10.64,1281.06
2021,211,51724.91,0.00,376.82,0.00,18.96,10.55,1273.58
2021,212,51595.76,0.00,477.69,0.00,19.99,7.51,1037.09
2021,213,51464.44,32.10,339.69,0.00,21.62,9.95,1223.49
2021,214,51331.00,0.00,354.98,0.00,20.31,12.10,1410.89
2021,215,51195.52,0.00,519.97,0.00,23.23,6.86,991.90
2021,216,51058.05,0.00,509.85,0.00,24.06,8.30,1094.47
2021,217,50918.65,0.00,491.42,0.00,25.06,10.32,1254.04
2021,218,50777.38,0.52,492.86,0.00,27.98,12.14,1415.11
2021,219,50634.31,2.54,318.04,0.00,27.50,15.55,1766.03
2021,220,50489.48,8.16,301.74,0.00,27.77,16.59,1887.17
2021,221,50342.97,0.00,396.16,0.00,28.38,17.18,1959.08
2021,222,50194.82,1.47,323.80,0.00,27.88,19.25,2230.54
2021,223,50045.09,0.00,317.06,0.00,29.10,20.50,2411.15
2021,224,49893.84,0.00,343.37,0.00,29.31,19.82,2311.73
2021,225,49741.12,1.70,377.28,0.00,29.33,18.51,2129.41
2021,226,49586.99,0.00,336.51,0.00,22.91,14.38,1637.06
2021,227,49431.49,0.00,445.36,0.00,21.84,9.09,1154.26
2021,228,49274.68,6.21,340.17,0.00,23.33,9.68,1201.63
2021,229,49116.60,52.73,309.67,0.00,26.08,13.75,1571.58
2021,230,48957.32,62.74,98.47,0.00,22.82,19.60,2280.28
2021,231,48796.87,9.28,119.54,0.00,22.73,18.83,2173.33
2021,232,48635.30,3.80,217.99,0.00,25.33,17.70,2024.89
2021,233,48472.66,2.22,183.71,0.00,24.49,18.25,2096.10
2021,234,48309.00,4.99,234.64,0.00,26.37,18.05,2069.35
2021,235,48144.35,0.00,249.54,0.00,25.76,19.43,2256.28
2021,236,47978.77,0.00,357.66,0.00,27.44,17.63,2015.36
2021,237,47812.30,0.00,421.69,0.00,29.94,16.63,1892.12
2021,238,47644.97,0.00,350.29,0.00,27.85,18.22,2091.84
2021,239,47476.82,14.37,230.82,0.00,26.52,18.51,2129.42
2021,240,47307.90,0.00,295.79,0.00,25.33,17.80,2037.66
2021,241,47138.25,0.00,328.01,0.00,26.72,17.97,2059.40
2021,242,46967.90,1.68,337.14,0.00,26.72,17.68,2021.83
2021,243,46796.89,0.00,378.18,0.00,24.36,14.06,1603.94
